N_surface,S_100,S_111,S_110,S_311,Avg_surf,q6q6_avg_surf,target
885,6,143,112,12,8.565,4.2814,-8832.3807
942,7,164,107,16,8.5881,5.1253,-9999.567
1295,7,217,163,18,8.6062,4.7931,-13749.19
1470,11,226,161,28,8.5741,4.768,-17084.931
1674,25,287,200,43,8.586,5.8268,-20289.302
233,0,8,33,1,8.2403,0.4893,-1457.319
294,0,18,43,1,8.2653,0.8163,-1822.8296
417,0,64,47,8,8.4676,3.1559,-3504.7603
484,1,83,89,9,8.4525,4.4174,-4135.936
602,1,105,106,3,8.5797,4.2973,-5425.9259
726,2,92,97,15,8.5482,4.1818,-7099.208
891,2,119,103,16,8.4882,4.2952,-9057.4159
998,12,169,106,38,8.5411,4.6904,-10733.825
1104,7,195,133,24,8.6123,5.4674,-12470.781
1183,5,212,166,17,8.6086,5.246,-13688.409
240,0,8,27,5,8.2042,0.475,-1542.1505
271,0,13,27,2,8.262,0.8413,-1717.9931
329,0,66,59,3,8.5137,4.541,-2589.3299
382,5,69,34,10,8.4215,5.0838,-3142.1711
498,0,111,70,6,8.5904,5.5321,-4391.7005
553,8,102,78,16,8.5823,5.0995,-5001.2204
607,8,103,75,13,8.4432,5.855,-5803.0059
780,9,119,84,21,8.4795,5.159,-7903.206
924,11,165,112,23,8.5444,5.6288,-9805.494
1351,6,226,169,34,8.5722,4.4811,-14242.675
589,0,82,71,3,8.6503,1.691,-5957.6379
609,2,51,57,2,8.5057,1.2053,-6090.6331
1269,0,136,123,7,8.6801,1.7415,-17223.847
1736,2,200,163,22,8.6555,3.0703,-26487.816
2352,7,167,207,40,8.5548,3.273,-40281.501
2562,45,215,325,46,8.6803,5.2283,-49592.232
2609,47,276,372,54,8.7302,5.4166,-51183.89
2632,56,275,375,92,8.6721,5.728,-52034.413
2641,71,306,397,68,8.7035,5.6725,-52572.757
2650,83,283,380,81,8.6736,5.6491,-52952.788
561,1,63,53,2,8.549,1.3886,-5597.7369
573,0,50,53,7,8.5148,1.377,-5668.332
1232,1,45,100,12,8.5503,0.7248,-15728.334
1694,2,150,166,15,8.5685,1.791,-23912.43
2240,16,184,251,37,8.6487,3.7473,-37074.185
2491,36,323,282,52,8.6804,5.432,-46044.892
2604,46,347,354,64,8.6924,6.0987,-49652.454
2629,49,365,330,78,8.6539,6.3401,-51461.803
2659,54,414,363,90,8.68,6.7036,-52210.648
2672,60,386,386,73,8.692,6.3814,-52602.175
536,0,43,50,5,8.5056,0.7687,-5223.5692
553,0,28,46,3,8.5172,0.7848,-5281.6897
948,3,53,79,5,8.6245,1.0148,-11328.947
1223,1,196,145,12,8.6688,3.085,-15640.175
1642,2,172,168,35,8.6242,3.673,-22738.831
2165,3,222,252,26,8.63,3.2531,-31741.745
2334,9,325,260,27,8.665,4.2678,-40188.483
2483,10,468,350,37,8.7471,5.3858,-45872.348
2532,3,575,372,40,8.7982,5.5182,-48405.048
2578,4,616,351,47,8.7746,5.9352,-49860.776
509,2,20,41,1,8.4263,0.501,-4707.9342
507,0,19,56,6,8.3846,0.6331,-4762.2809
787,0,101,97,6,8.5667,2.6684,-8580.6436
1082,0,179,129,18,8.5961,3.9159,-12225.197
1328,8,234,152,21,8.6438,4.8102,-16651.751
1663,15,213,200,35,8.5737,4.8064,-22502.995
2088,17,270,227,52,8.5761,4.5608,-28725.014
2264,20,343,270,39,8.6188,5.3392,-36250.876
2396,32,343,257,53,8.6089,5.7308,-41366.267
2475,34,374,297,58,8.6457,5.8133,-45169.964
489,0,16,52,1,8.3129,0.501,-4019.8944
483,1,26,57,2,8.3996,1.0062,-4070.0401
733,1,33,76,9,8.5307,0.719,-7500.5884
891,1,158,106,5,8.5701,3.8305,-9679.1566
1114,9,150,131,14,8.5592,4.2011,-12968.07
1264,6,174,158,19,8.5625,4.7302,-15581.233
1704,19,215,194,41,8.5651,4.0246,-21430.323
2190,17,255,258,37,8.5822,4.453,-29091.861
2158,27,291,222,53,8.6177,5.2057,-33277.009
2340,23,353,305,47,8.6538,5.2393,-37910.246
403,0,15,28,1,8.2804,0.6452,-3256.2293
394,0,30,41,4,8.5051,1.1193,-3294.9712
608,0,20,71,3,8.5033,0.7385,-5727.1738
736,3,145,67,3,8.4959,3.212,-7408.5855
850,1,168,108,7,8.6306,4.1988,-9416.0793
1043,2,176,132,20,8.6031,4.4784,-11819.374
1279,3,216,190,10,8.7107,4.1251,-15428.508
1550,4,225,194,30,8.6542,4.6239,-20229.098
1675,14,215,201,34,8.6042,5.16,-23398.644
1983,29,250,222,53,8.6087,5.2995,-28593.015
353,0,10,36,3,8.3371,0.4844,-2726.5771
354,0,15,42,2,8.3277,0.7288,-2772.4773
495,0,69,49,3,8.6202,1.7596,-4581.1255
598,3,106,76,12,8.592,4.9498,-5969.8892
742,2,144,88,5,8.5148,4.0553,-7654.465
884,9,170,97,15,8.483,4.8937,-9285.0345
1000,16,168,131,15,8.543,5.307,-11466.342
1279,15,183,162,31,8.5708,4.4511,-15519.263
1640,12,249,203,30,8.5665,4.764,-19133.238
1871,15,303,206,29,8.635,4.6056,-24376.874
278,0,19,37,1,8.3129,0.7014,-1941.0249
275,0,14,38,4,8.3709,0.6,-1970.4808
463,1,51,50,1,8.4795,1.3866,-4032.9393
533,2,123,77,7,8.6079,4.394,-5039.0527
729,1,99,81,14,8.5693,3.3333,-7332.9585
828,5,97,99,13,8.5531,3.7983,-8688.3827
1009,7,159,105,18,8.5927,4.443,-11260.626
1155,5,235,163,15,8.6727,5.4987,-13759.752
1433,2,223,186,18,8.6364,4.5059,-16831.048
1581,8,185,199,37,8.5655,4.5787,-19639.912
278,0,9,42,2,8.0647,0.7338,-1510.9756
319,0,7,42,2,8.1034,0.5329,-1801.3253
379,0,26,39,2,8.4697,1.2137,-3107.3491
540,4,110,82,5,8.4111,4.037,-4459.1205
615,3,106,92,8,8.4602,4.5593,-5416.0703
691,8,132,66,23,8.4631,4.7931,-6588.4273
785,12,127,96,16,8.4701,5.3618,-7764.5122
883,8,179,105,11,8.5504,4.8901,-9063.4021
996,17,225,123,19,8.6004,5.6345,-10566.295
1379,20,190,153,28,8.5069,4.1762,-14238.508
220,0,10,25,3,8.2364,0.7182,-1369.0572
221,0,14,34,2,8.2805,0.8326,-1402.5404
359,0,33,46,2,8.4568,1.3983,-2883.792
459,0,44,40,3,8.4597,1.4357,-3969.9347
521,0,103,65,8,8.5048,3.4568,-4700.5048
579,1,125,97,8,8.62,5.2729,-5410.0194
803,1,85,94,19,8.5093,3.7011,-7808.6093
1046,2,195,165,17,8.6405,5.2132,-10704.182
1219,3,202,143,35,8.5316,4.8671,-13562.845
1332,4,275,189,20,8.6044,5.747,-15362.653
142,0,11,16,2,8.1197,1.5,-803.27222
143,0,4,20,0,8.0979,0.5734,-809.2836
146,0,9,15,2,8.1096,0.6918,-820.95709
145,0,22,22,1,8.0897,2.2759,-844.95951
149,0,5,17,2,8.0671,0.557,-852.92706
148,0,19,21,1,8.1149,2.2703,-875.50316
150,0,31,29,1,8.1933,2.7267,-882.05157
155,0,4,28,1,8.1677,0.3742,-885.42801
155,0,5,18,3,8.2258,0.4839,-909.00352
159,0,26,27,1,8.2704,1.6604,-935.32622
159,0,14,22,1,8.1509,1.4654,-938.58453
161,0,36,33,1,8.2857,2.5155,-956.12966
164,0,27,29,1,8.1585,2.1829,-979.91723
161,0,31,26,0,8.1801,2.8137,-984.79132
169,0,53,32,1,8.3491,5.0,-1025.7557
171,0,63,36,3,8.2807,5.6842,-1033.7442
168,0,30,40,1,8.2202,2.8631,-1065.2497
174,0,14,15,0,8.1724,0.7414,-1062.6062
172,0,46,40,1,8.3663,3.0988,-1092.9066
177,0,52,37,4,8.1808,5.2203,-1099.2988
181,1,48,47,2,8.2652,5.5856,-1121.4081
177,0,29,29,0,8.2034,2.6949,-1126.9759
183,0,63,27,2,8.3005,4.8907,-1152.2501
184,0,22,39,1,8.2663,1.3696,-1137.9947
192,0,93,46,0,8.3542,7.1615,-1172.0711
181,0,39,26,2,8.1878,3.4088,-1174.9986
193,0,94,44,1,8.2902,6.9948,-1194.0919
188,0,41,23,2,8.2872,2.8032,-1193.9864
186,0,33,30,0,8.2849,2.914,-1190.2812
191,0,51,28,2,8.2042,4.6702,-1217.2559
193,0,41,26,0,8.2228,2.7306,-1257.2094
199,0,41,42,0,8.402,2.6884,-1268.6575
196,0,36,34,3,8.2551,2.9235,-1275.8365
208,0,64,54,5,8.2837,6.0048,-1318.7944
211,0,80,23,2,8.2891,5.5782,-1331.3343
227,0,93,49,2,8.3392,5.7753,-1328.7219
203,0,50,37,2,8.3596,4.4631,-1342.4488
201,2,48,27,9,8.2637,5.0498,-1350.767
219,0,95,40,3,8.347,5.9315,-1367.9358
204,2,65,23,9,8.2794,5.6765,-1367.9961
204,1,51,29,3,8.2745,3.201,-1364.22
210,3,55,31,7,8.3714,4.4238,-1384.3867
210,0,67,28,4,8.3,5.7571,-1410.8902
212,2,68,42,5,8.3538,5.3066,-1424.0898
217,0,53,42,0,8.3641,3.4332,-1452.4747
216,1,49,32,2,8.3148,3.5278,-1448.5535
217,0,50,36,1,8.4055,3.4055,-1471.347
218,0,46,24,2,8.2798,3.7615,-1472.5103
237,0,98,41,4,8.3966,5.4093,-1488.1585
217,0,68,27,5,8.318,5.6221,-1493.609
222,3,88,48,5,8.4234,6.2252,-1514.9789
221,0,48,37,0,8.3213,2.9276,-1514.1315
231,0,52,46,0,8.3896,3.2251,-1533.1465
224,0,63,46,3,8.4196,3.6652,-1538.955
225,1,58,29,5,8.2889,3.1689,-1552.001
229,1,48,32,0,8.3275,3.2795,-1570.244
241,1,101,47,2,8.3942,6.0996,-1587.9142
227,0,70,39,1,8.4317,3.9383,-1582.9542
233,2,97,40,7,8.3476,6.3133,-1597.2161
230,1,57,36,1,8.3652,3.487,-1599.5601
231,4,48,48,2,8.342,4.7316,-1601.3315
252,0,153,52,0,8.3968,7.8889,-1690.3632
246,0,71,46,2,8.3374,4.435,-1690.1304
239,2,73,41,3,8.3222,5.1883,-1693.6392
250,0,89,45,0,8.376,5.4,-1704.6338
243,0,53,39,3,8.5267,3.7531,-1728.2532
252,1,89,42,3,8.3571,5.4722,-1746.3568
245,0,65,47,0,8.4367,3.6898,-1746.8683
249,0,49,40,2,8.4739,3.498,-1740.997
250,3,89,32,5,8.384,5.7,-1773.0173
250,0,68,39,2,8.388,3.664,-1776.0445
253,2,85,36,3,8.3439,5.2213,-1790.0087
255,1,88,55,5,8.4157,5.8235,-1820.2487
264,0,112,39,5,8.4242,6.0417,-1830.8786
263,0,98,51,0,8.4753,4.0722,-1849.7697
260,1,64,31,5,8.3269,5.2885,-1882.3136
260,1,66,47,3,8.3769,3.4577,-1876.8055
263,3,88,44,5,8.3916,5.3802,-1891.7208
258,0,75,39,0,8.3876,3.6395,-1923.2175
272,0,124,74,1,8.4779,6.4559,-1926.493
280,0,116,28,5,8.3429,5.8786,-1955.032
261,0,73,36,1,8.4176,3.7663,-1966.1809
265,0,73,56,0,8.4491,3.8302,-1965.0446
271,4,105,34,2,8.3764,6.4576,-1992.254
289,0,127,37,0,8.4152,5.7751,-1990.8157
274,5,74,41,8,8.3723,4.7409,-2026.4473
275,6,83,38,5,8.3527,5.4145,-2047.181
279,2,107,32,5,8.3477,6.0538,-2053.3018
280,3,95,24,6,8.3321,6.0429,-2075.554
314,0,132,59,2,8.4745,5.7006,-2086.1662
286,2,82,61,7,8.3706,5.1783,-2115.8332
288,0,98,48,3,8.4132,5.934,-2127.781
310,0,132,59,3,8.4484,5.3516,-2125.5452
284,3,64,45,3,8.3486,4.1092,-2133.0436
286,0,69,42,0,8.4196,3.7727,-2146.1019
286,6,93,40,5,8.3462,5.5839,-2163.4281
287,0,63,44,2,8.4007,4.3624,-2155.8432
289,1,32,33,4,8.3253,3.9792,-2179.9365
292,1,95,42,2,8.4315,3.7774,-2245.9068
300,2,140,45,2,8.4267,6.2867,-2268.4134
312,0,123,63,2,8.516,6.0705,-2266.5738
300,2,83,45,7,8.3867,5.3167,-2290.7958
301,2,70,33,10,8.3289,5.1728,-2314.6675
318,0,174,66,3,8.4717,7.2013,-2338.4635
306,1,74,43,3,8.4379,5.4739,-2328.8507
303,4,101,40,5,8.5017,4.3696,-2332.3383
325,0,178,65,0,8.4769,7.0492,-2357.0764
318,0,159,70,2,8.5126,6.7893,-2376.5289
332,3,128,53,5,8.4578,5.8916,-2381.2003
309,2,98,47,7,8.4239,5.6699,-2398.4894
306,1,71,40,6,8.3856,4.3431,-2396.4964
304,8,81,41,4,8.3882,5.5395,-2415.7755
311,3,70,41,9,8.2958,4.5402,-2414.0116
321,2,140,49,2,8.4361,5.9595,-2443.7254
319,2,71,43,5,8.4075,4.4514,-2475.2295
327,4,135,46,4,8.4709,5.8073,-2504.1828
318,6,94,52,8,8.4214,5.5503,-2503.456
321,3,99,47,2,8.4174,5.405,-2502.1552
329,2,107,44,7,8.3465,5.4924,-2525.7436
318,4,109,31,5,8.4371,5.7547,-2546.6905
319,10,80,47,5,8.3511,5.4545,-2547.2059
327,1,71,39,6,8.4312,4.6575,-2559.2308
329,4,87,47,2,8.3951,5.4316,-2590.7602
343,0,142,71,4,8.481,6.2915,-2613.9205
345,0,169,52,3,8.4899,6.4725,-2627.3233
328,4,124,33,9,8.3598,6.1433,-2628.0546
329,8,68,53,7,8.4073,5.0365,-2653.1047
337,3,128,58,5,8.4748,5.9703,-2696.9445
344,1,135,38,10,8.4215,6.3198,-2740.9986
366,0,186,50,6,8.5273,6.582,-2750.8249
345,3,163,41,9,8.4638,7.2725,-2773.0746
371,0,174,55,3,8.5957,6.2022,-2782.059
346,9,78,44,2,8.3902,4.5983,-2822.699
353,8,189,43,5,8.4731,7.4816,-2855.6809
346,4,74,35,17,8.3237,5.5347,-2860.0444
361,0,171,59,1,8.5263,6.4709,-2870.6885
353,1,89,52,9,8.3938,5.6034,-2872.844
370,1,140,62,5,8.4243,5.873,-2883.6554
351,14,94,46,12,8.3761,5.4672,-2920.6317
360,4,107,38,9,8.4056,6.0028,-2914.8456
373,0,188,91,1,8.5737,6.7534,-2938.1634
358,5,80,47,9,8.3939,5.6089,-2931.1892
395,0,185,69,7,8.5392,6.4886,-2942.1168
365,7,99,50,7,8.4685,6.1973,-2947.5336
356,0,115,54,3,8.5337,4.5449,-2956.8651
357,5,86,46,4,8.4482,4.7535,-2945.0995
359,3,78,53,9,8.4123,4.7772,-2958.8688
369,4,155,46,6,8.4661,6.71,-2988.1542
364,4,144,36,7,8.4203,5.5082,-3007.7566
368,6,101,46,6,8.3723,5.6332,-3014.4847
369,4,164,40,9,8.4255,6.626,-3031.8003
368,7,135,45,13,8.4158,6.8587,-3028.5311
368,2,91,41,10,8.4429,5.894,-3044.4297
368,0,104,47,0,8.538,3.7255,-3039.1569
370,3,99,43,5,8.4486,5.3189,-3083.9751
433,0,218,75,2,8.545,6.4388,-3074.9326
397,0,248,83,1,8.5919,7.8363,-3130.831
372,5,140,47,7,8.4919,6.4194,-3143.6777
398,0,230,75,3,8.5678,7.5176,-3155.381
375,0,111,55,5,8.4693,4.4453,-3168.4556
387,1,170,53,3,8.4935,6.3876,-3203.7385
377,0,148,45,5,8.5066,4.5544,-3265.2941
386,7,127,48,11,8.456,5.943,-3279.5707
394,5,127,56,6,8.4467,6.1421,-3302.7129
400,1,72,58,12,8.42,5.145,-3321.4738
398,0,199,74,1,8.5678,6.8819,-3358.6281
412,0,172,58,0,8.4951,6.1141,-3376.3826
404,8,77,47,10,8.4059,5.5693,-3387.5182
388,1,143,44,4,8.5335,4.634,-3398.0318
401,9,127,50,6,8.4863,5.3791,-3427.2382
439,1,167,49,9,8.4966,5.8861,-3411.7175
394,0,118,51,1,8.5736,4.1015,-3426.4591
414,2,190,46,1,8.4662,6.3068,-3440.1794
418,0,229,77,0,8.5909,6.9187,-3468.7667
400,1,101,52,5,8.5,3.9075,-3453.4659
403,4,67,52,12,8.4218,4.66,-3466.505
404,14,130,32,17,8.3787,6.255,-3490.4054
407,6,103,61,7,8.4865,5.6364,-3494.4675
404,11,148,62,7,8.4926,6.1584,-3520.7823
403,1,159,47,1,8.531,4.7643,-3513.4388
413,6,177,47,10,8.4625,6.7821,-3537.8178
416,10,89,49,15,8.351,5.762,-3562.1013
410,8,154,55,3,8.5146,6.1073,-3571.5234
413,4,113,53,7,8.4552,5.6998,-3580.2353
432,0,246,62,12,8.5532,7.1319,-3600.9604
412,0,148,47,0,8.5728,4.6165,-3624.7775
425,13,206,40,6,8.5271,7.0329,-3648.5039
425,6,213,54,10,8.4988,7.5106,-3659.1433
423,10,98,61,6,8.4421,5.4681,-3695.9313
418,0,149,66,3,8.5957,4.5909,-3701.1865
425,10,87,71,10,8.4447,5.8518,-3718.9165
453,0,246,59,6,8.5762,6.6799,-3723.1716
435,6,213,50,9,8.4897,7.1885,-3739.1459
422,6,93,30,9,8.3649,5.4171,-3730.0795
461,0,253,40,1,8.5857,6.8894,-3755.3691
429,7,195,47,9,8.4872,6.4545,-3787.8967
438,6,232,51,4,8.5457,7.2032,-3809.0076
424,0,164,55,3,8.5825,5.0849,-3803.9797
429,9,112,58,9,8.4615,5.7086,-3827.8591
439,5,209,73,6,8.5513,6.6287,-3843.9879
434,0,122,58,5,8.5392,4.4585,-3843.1282
433,0,132,61,6,8.5912,4.1963,-3884.986
433,10,137,48,6,8.448,5.3995,-3908.4869
431,19,119,48,7,8.4153,5.7053,-3909.5607
493,0,243,76,0,8.57,6.3935,-3935.0633
440,14,136,57,14,8.4591,6.5045,-3962.2308
442,4,142,61,9,8.4434,6.3326,-3959.095
444,7,104,58,11,8.4572,5.2883,-3972.8932
463,0,255,92,9,8.5983,7.2743,-3992.2048
454,2,238,60,6,8.5793,6.9141,-4006.2468
456,4,147,62,8,8.5088,6.4737,-3993.9992
440,16,172,58,9,8.4932,6.4773,-4009.2762
449,10,188,48,8,8.5122,6.1737,-4009.3544
445,7,137,50,13,8.4427,5.7258,-4019.8414
436,28,148,41,9,8.3991,6.3601,-4038.3364
467,5,205,59,4,8.4989,6.7752,-4063.6034
464,6,126,72,9,8.5129,6.3793,-4067.8508
480,0,327,93,0,8.5979,7.7771,-4088.5068
461,2,153,67,14,8.5119,5.8568,-4079.7695
455,11,193,43,7,8.5033,6.0967,-4088.0277
484,0,292,92,3,8.562,7.7149,-4107.4636
473,0,263,92,2,8.7061,7.0402,-4112.8076
461,2,138,35,9,8.4403,5.9306,-4104.9485
456,7,142,58,10,8.4803,5.6009,-4130.0017
456,7,142,58,10,8.4803,5.6009,-4130.0017
453,17,159,51,9,8.426,6.2936,-4131.6931
467,2,147,81,5,8.5396,6.3019,-4167.0166
457,16,136,40,8,8.4836,5.9803,-4172.6157
459,11,79,57,9,8.4357,4.9521,-4158.2103
489,0,211,82,5,8.6094,5.9693,-4215.1088
466,12,103,64,4,8.47,5.3197,-4249.5159
462,15,176,48,10,8.4351,6.0584,-4282.2096
479,4,229,76,4,8.5428,6.643,-4333.9309
483,3,241,69,11,8.5569,7.0207,-4345.5345
497,0,178,77,7,8.4769,5.7867,-4344.6192
555,0,318,103,2,8.5928,7.0883,-4330.6081
465,14,203,52,6,8.5419,6.3656,-4367.7532
465,30,136,43,10,8.3591,5.9763,-4400.2874
478,17,121,57,14,8.4644,5.9038,-4432.9094
480,17,120,64,13,8.4229,5.5833,-4470.1182
487,10,207,40,9,8.5236,7.1232,-4503.8822
509,0,268,103,5,8.6444,7.1297,-4524.4391
482,13,220,37,4,8.5249,6.8091,-4519.7218
490,17,83,74,15,8.4429,5.0959,-4511.0117
507,0,314,78,10,8.6292,7.3195,-4534.7942
481,15,135,59,14,8.5031,5.6632,-4526.8174
513,1,150,74,15,8.5302,6.3743,-4529.1913
496,8,112,73,10,8.4456,6.0383,-4539.0521
510,3,255,50,6,8.5294,6.4314,-4573.7868
501,5,233,59,5,8.5788,6.7325,-4625.7343
504,5,252,93,5,8.5893,6.6548,-4659.9794
506,11,122,63,9,8.4704,5.7213,-4660.2709
575,1,255,87,6,8.5948,7.0522,-4708.332
517,2,249,66,9,8.5861,7.5803,-4734.4949
502,20,191,49,8,8.4701,5.9004,-4742.1341
506,13,119,72,12,8.4526,5.8913,-4746.9673
536,0,316,64,4,8.6119,7.0336,-4779.6634
525,1,290,82,1,8.6457,6.9086,-4825.7044
522,6,249,75,4,8.59,6.7663,-4835.6055
508,23,85,71,8,8.4626,5.2736,-4811.972
514,3,171,69,4,8.5545,5.07,-4872.1194
537,0,301,106,1,8.6853,7.2458,-4901.9009
513,15,142,61,9,8.4483,6.2807,-4894.6928
556,0,321,66,11,8.6097,6.8201,-4895.812
530,3,304,68,9,8.6094,7.3906,-4916.5757
525,11,324,65,8,8.6019,7.6267,-4940.7811
561,0,310,62,4,8.631,6.7362,-4932.5639
507,19,207,56,15,8.501,6.5819,-4949.6978
537,10,198,79,13,8.5922,6.8473,-4945.9475
529,8,164,78,4,8.5028,6.4896,-4968.3851
515,22,109,67,7,8.4447,4.899,-4977.3503
524,14,107,50,13,8.4313,4.9179,-4990.4354
512,0,227,60,1,8.6113,5.4434,-5038.7318
552,0,307,98,5,8.6757,7.5236,-5043.3277
510,0,219,55,3,8.5902,5.0314,-5040.5361
526,9,156,74,14,8.5019,5.8973,-5033.4296
535,12,134,74,12,8.5327,5.6131,-5034.4371
519,21,168,43,16,8.4374,6.1734,-5061.9402
527,14,269,68,8,8.5674,7.0285,-5095.0886
604,0,336,104,0,8.6623,7.1755,-5131.0856
542,8,184,67,13,8.5074,6.5701,-5142.4466
546,5,176,74,7,8.5751,5.9432,-5171.6788
526,16,174,54,17,8.424,6.6521,-5183.3294
572,0,400,98,3,8.6766,8.0629,-5225.7529
535,10,199,54,10,8.5477,6.157,-5214.9245
578,0,386,98,1,8.7042,7.7872,-5237.9942
534,20,203,49,15,8.4457,6.5225,-5245.1325
534,21,194,55,11,8.4625,6.0955,-5294.9599
548,5,288,76,4,8.6569,7.0566,-5322.4568
555,9,258,62,8,8.5892,6.5622,-5325.2312
558,8,118,87,15,8.4946,5.9229,-5309.5363
556,8,117,64,17,8.4784,6.2572,-5339.6251
558,5,312,70,7,8.6254,6.7742,-5359.7123
539,27,225,36,8,8.4675,6.7662,-5357.1246
560,14,249,60,11,8.5143,6.6071,-5406.4249
547,20,218,63,10,8.5009,6.5265,-5401.6172
563,11,141,81,11,8.4725,6.2931,-5423.0101
558,10,228,55,9,8.543,6.7814,-5429.1802
562,14,115,71,7,8.4324,5.7954,-5438.0188
575,4,144,96,18,8.5548,6.5148,-5456.9584
566,1,199,69,14,8.5601,6.477,-5494.0458
585,0,354,96,3,8.6564,7.2821,-5512.5778
561,0,175,75,6,8.5294,4.4759,-5501.1293
573,2,332,100,3,8.6649,7.2705,-5544.5641
550,28,211,61,20,8.4964,6.6218,-5537.9155
562,5,201,60,6,8.5819,5.2989,-5518.3433
600,0,296,94,9,8.6967,6.9817,-5567.7798
593,0,331,126,1,8.6779,7.3575,-5635.4601
569,0,181,59,2,8.5835,4.7083,-5630.0824
574,12,180,72,14,8.507,6.0923,-5650.5868
587,10,310,61,12,8.6201,6.9046,-5706.0632
571,6,200,52,9,8.6392,6.1524,-5708.0199
580,16,87,73,11,8.4431,5.1586,-5728.2515
576,30,162,75,18,8.4549,6.3056,-5828.7569
574,28,266,65,10,8.5035,7.0976,-5842.4809
579,1,178,61,7,8.5751,4.6477,-5819.0217
622,0,204,118,14,8.5852,6.9212,-5834.2015
572,23,152,54,8,8.4843,5.6783,-5837.1191
617,15,263,67,19,8.5316,6.3744,-5851.3086
608,7,320,56,14,8.6135,7.0345,-5894.4823
588,29,108,60,22,8.3912,5.5646,-5900.6557
618,0,356,69,8,8.6618,7.0906,-5928.243
581,16,184,61,9,8.5043,5.6781,-5923.9094
618,3,340,68,5,8.6359,6.6796,-5944.5388
600,8,193,77,6,8.585,5.2883,-5925.1665
592,16,286,76,10,8.5861,6.8936,-5977.8283
605,0,159,97,21,8.5868,6.2826,-5986.7901
612,3,332,70,4,8.6127,7.2288,-6019.7906
605,3,198,81,2,8.6512,5.6231,-6003.0353
598,0,199,86,11,8.6421,5.0151,-6012.2762
613,7,227,72,7,8.6069,6.4388,-6042.4205
586,21,178,63,12,8.5188,5.8089,-6048.4212
597,33,108,85,19,8.4539,5.4456,-6075.683
603,16,246,60,5,8.5987,5.9022,-6120.6098
612,8,181,68,16,8.5082,6.3889,-6149.5794
649,0,389,64,2,8.6703,7.2804,-6172.1708
618,5,321,74,3,8.6408,6.7557,-6202.7126
609,15,274,69,7,8.5846,6.6667,-6212.0247
626,1,347,95,3,8.6789,7.139,-6245.5014
921,0,603,51,8,8.7514,7.2486,-9871.2552
630,3,409,71,8,8.6619,7.5429,-6265.0337
604,29,121,70,11,8.4719,5.7533,-6256.0879
661,0,394,40,15,8.652,7.1377,-6296.8039
637,5,282,88,8,8.6013,6.9403,-6301.8846
713,1,388,99,9,8.6396,6.9467,-6302.1329
672,0,405,48,11,8.6429,7.2128,-6346.9647
649,0,374,129,3,8.6888,7.2881,-6380.3719
642,0,351,87,3,8.7009,6.919,-6414.8566
621,43,137,94,10,8.4605,5.7053,-6428.0512
629,14,129,91,22,8.5151,5.8442,-6440.9289
625,28,230,73,10,8.568,6.1376,-6475.9903
644,10,158,94,12,8.5388,6.0901,-6468.6764
635,6,236,80,15,8.5512,7.0693,-6520.7567
660,0,395,110,1,8.703,7.4803,-6527.2333
672,0,487,116,1,8.747,8.1667,-6546.9463
712,1,392,111,4,8.6742,6.8778,-6542.5841
678,0,464,112,1,8.7094,7.7802,-6568.1792
617,39,282,65,12,8.5527,7.0308,-6590.886
636,12,195,58,18,8.4717,6.4167,-6576.6238
627,23,257,57,16,8.4944,6.8756,-6613.8301
639,16,312,85,16,8.5994,6.9186,-6624.6023
641,28,102,85,14,8.4774,5.3931,-6607.4702
648,6,235,100,14,8.6065,6.9275,-6632.0153
640,21,337,72,9,8.6297,7.1234,-6639.6506
635,30,254,77,10,8.5244,6.9543,-6683.0313
648,12,132,93,17,8.5386,5.8889,-6712.8101
642,47,179,87,0,8.4922,6.0047,-6789.598
674,2,188,119,17,8.5979,6.589,-6817.2322
673,6,306,79,3,8.6449,6.3001,-6874.5772
671,21,109,112,20,8.4531,5.8316,-6864.1367
644,37,343,56,12,8.5342,7.486,-6903.3268
654,12,271,73,4,8.5413,6.8272,-6890.3647
672,2,142,123,17,8.5804,6.1295,-6868.4493
658,9,165,98,16,8.5319,5.7416,-6876.2258
661,22,148,97,19,8.4977,5.9788,-6885.0065
652,19,240,42,14,8.5215,5.7853,-6920.0368
678,6,331,57,6,8.6254,6.3879,-6933.5078
679,2,385,111,5,8.6863,7.1885,-6954.7449
706,0,448,100,3,8.7125,7.7408,-7153.4895
655,35,184,79,8,8.5069,5.5588,-6947.7142
672,10,235,81,9,8.5595,6.5372,-6963.5203
663,20,124,112,11,8.5566,5.7557,-6978.6717
683,3,178,112,27,8.5534,6.5373,-6998.4355
679,45,177,66,16,8.4345,5.3432,-6986.4293
682,7,241,88,7,8.5645,7.0147,-7008.0188
658,24,352,75,11,8.617,7.2462,-7049.7069
656,27,269,59,14,8.5091,6.6753,-7044.9067
665,49,146,101,11,8.4767,5.4887,-7038.8551
678,7,139,89,24,8.5251,5.6519,-7076.207
678,20,143,70,25,8.4882,5.6077,-7104.9756
706,0,402,113,4,8.7167,7.2635,-7133.1137
689,5,312,77,14,8.5835,7.119,-7185.2203
691,7,179,92,24,8.589,6.7554,-7160.4592
702,13,417,70,7,8.6681,7.2037,-7300.7185
695,4,387,87,1,8.6964,7.0187,-7338.5093
667,38,266,63,11,8.5232,6.4768,-7340.0711
698,11,192,90,12,8.5788,5.096,-7325.8274
664,0,302,64,6,8.5858,5.4895,-7370.4761
