N_bulk,Avg_bulk,BCN_10,BCN_11,BCN_12,BCN_13,BCN_14,BCN_15,FCC,HCP,DECA,q6q6_avg_bulk,q6q6_B0,q6q6_B1,q6q6_B2,q6q6_B3,q6q6_B4,q6q6_B5,q6q6_B6,q6q6_B7,q6q6_B8,q6q6_B9,q6q6_B10,q6q6_B11,q6q6_B12,q6q6_B13,q6q6_B14
114,12.3684,0,3,70,37,4,0,52,7,0,10.9211,0,0,1,1,1,1,5,1,1,9,10,16,55,13,0
118,12.2119,0,0,93,25,0,0,84,2,0,11.9915,0,0,0,0,0,0,0,0,0,1,4,8,87,18,0
112,12.2411,0,0,87,23,2,0,64,14,0,11.5357,2,0,0,0,0,1,1,0,2,2,4,11,72,16,1
104,12.2981,0,2,71,29,2,0,31,30,0,11.8269,0,0,0,0,0,0,0,1,0,4,2,12,71,13,1
105,12.3619,0,0,72,28,5,0,29,38,5,10.8476,0,1,2,1,1,0,0,1,17,4,1,4,55,18,0
125,12.12,0,1,108,16,0,0,106,0,0,12.072,0,0,0,0,0,0,0,0,0,1,1,1,107,15,0
126,12.127,0,0,110,16,0,0,108,0,0,12.119,0,0,0,0,0,0,0,0,0,0,0,1,109,16,0
147,12.0544,0,0,139,8,0,0,18,79,35,6.2245,1,17,11,6,26,5,2,3,47,9,0,1,19,0,0
140,12.4929,0,2,75,55,8,0,11,16,5,6.5143,6,8,6,9,13,10,15,17,13,10,13,10,10,0,0
138,12.3188,0,6,85,44,3,0,12,32,10,5.6812,5,11,12,12,15,14,17,9,13,10,7,3,9,1,0
146,12.0753,0,0,135,11,0,0,70,54,6,10.9521,0,2,4,0,0,0,0,0,25,0,0,1,104,10,0
142,12.0915,0,0,129,13,0,0,69,51,7,10.8592,0,2,1,1,1,2,0,0,22,6,2,0,94,11,0
140,12.0857,0,0,128,12,0,0,108,15,0,12.0,0,0,0,0,0,0,0,0,1,0,2,2,125,10,0
153,12.085,0,0,142,9,2,0,62,58,5,10.451,0,1,6,2,2,0,0,3,23,4,5,6,98,3,0
153,12.1111,0,0,136,17,0,0,131,0,0,12.0458,0,0,0,0,0,0,0,0,0,0,3,2,133,15,0
146,12.1438,0,0,126,19,1,0,123,0,0,12.1438,0,0,0,0,0,0,0,0,0,0,0,0,126,19,1
157,12.465,0,3,87,58,9,0,19,31,6,7.7771,2,3,9,10,10,5,12,13,31,12,7,10,24,8,1
146,12.1712,0,0,121,25,0,0,119,0,0,12.1644,0,0,0,0,0,0,0,0,0,0,0,0,122,24,0
160,12.4,0,5,95,51,9,0,13,37,9,6.5438,7,8,11,11,11,11,15,15,27,10,7,12,13,2,0
148,12.1622,0,1,123,23,1,0,90,23,0,11.8716,0,0,0,0,0,0,0,1,3,0,7,5,115,17,0
147,12.2041,0,0,120,25,1,1,117,0,0,11.9728,1,0,0,0,0,0,0,0,1,1,1,3,121,18,1
171,12.2164,0,8,124,34,4,1,17,56,11,6.7953,2,17,9,11,9,12,12,16,33,11,5,8,25,1,0
163,12.0675,0,1,150,12,0,0,133,10,0,12.0061,0,0,0,0,0,0,0,0,0,0,0,6,150,7,0
166,12.0964,0,1,149,15,1,0,143,0,0,12.0904,0,0,0,0,0,0,0,0,0,0,0,2,148,15,1
173,12.1098,0,0,155,17,1,0,81,59,8,10.8497,0,1,4,2,1,0,0,0,30,5,1,1,112,16,0
176,12.1364,0,0,153,22,1,0,80,61,6,11.2273,0,0,3,2,1,0,0,0,21,3,1,2,126,17,0
163,12.1472,0,0,141,20,2,0,136,0,0,11.7485,1,0,1,0,2,0,0,0,0,3,2,2,140,12,0
181,12.116,0,0,160,21,0,0,151,0,0,12.0718,0,0,0,0,0,0,0,0,0,0,0,5,158,18,0
192,12.0781,0,0,178,13,1,0,101,64,7,11.1094,0,0,3,3,1,0,0,2,22,4,2,4,140,10,1
181,12.0718,0,0,169,11,1,0,86,68,6,11.1271,0,1,3,1,1,0,0,0,23,5,1,3,132,10,1
174,12.1034,0,1,156,15,2,0,138,1,0,11.8276,0,0,0,0,1,0,1,3,1,2,1,4,147,13,1
186,12.1882,0,0,151,35,0,0,72,65,0,12.0,0,0,0,0,0,0,0,0,1,2,3,11,142,27,0
166,12.1205,0,1,144,21,0,0,140,0,0,12.1205,0,0,0,0,0,0,0,0,0,0,0,1,144,21,0
201,12.0846,0,0,184,17,0,0,178,0,0,12.0796,0,0,0,0,0,0,0,0,0,0,0,1,183,17,0
206,12.0777,0,6,180,18,2,0,82,76,7,10.5097,0,1,4,4,4,0,1,5,28,6,13,10,122,7,1
183,12.153,0,1,153,29,0,0,133,14,0,11.8798,0,0,0,0,0,0,1,0,0,6,5,8,143,20,0
186,12.2097,0,0,150,33,3,0,121,12,0,11.5806,3,1,0,0,0,2,0,0,1,5,6,10,134,24,0
197,12.1066,0,1,175,20,1,0,137,30,0,11.6853,1,0,1,0,0,0,0,2,2,7,5,5,160,14,0
194,12.1392,0,6,156,31,1,0,120,18,0,11.2165,0,2,0,1,0,1,1,4,9,9,10,18,126,13,0
181,12.3204,0,0,132,40,9,0,63,59,6,11.1492,0,2,3,0,1,0,0,0,25,2,4,13,99,31,1
210,12.0905,0,2,187,21,0,0,165,15,0,11.9667,0,0,0,0,0,0,0,0,2,1,3,7,180,17,0
212,12.0613,0,0,199,13,0,0,118,73,6,11.1462,0,2,4,0,1,0,0,0,28,2,0,3,162,10,0
209,12.6364,0,5,89,93,21,1,34,14,0,10.1818,4,1,0,5,4,2,6,10,12,18,28,35,44,31,9
212,12.1038,0,1,190,19,2,0,143,41,0,11.7547,1,1,0,1,0,0,1,1,1,1,3,12,175,14,1
211,12.0995,0,3,184,24,0,0,95,71,7,10.8246,0,1,5,2,2,0,0,1,28,7,6,15,132,12,0
206,12.0728,0,4,183,19,0,0,108,65,0,11.932,0,0,0,0,0,0,0,0,1,2,2,15,171,15,0
221,12.4118,0,1,139,70,11,0,105,7,0,12.1674,0,0,0,0,0,0,0,2,0,2,2,11,144,52,8
176,12.3011,0,0,129,43,2,2,120,4,0,11.25,4,0,0,2,2,1,2,2,2,4,5,11,121,20,0
212,12.0896,0,4,186,21,1,0,180,0,0,12.0425,0,0,0,0,0,0,0,0,0,0,0,11,182,18,1
219,12.2329,0,1,168,48,2,0,142,15,0,11.7352,1,0,0,2,1,0,0,2,1,2,9,12,159,30,0
225,12.3867,0,2,144,70,8,1,94,14,0,11.7689,2,0,0,0,1,1,1,2,3,6,5,20,126,53,5
238,12.0588,0,0,226,10,2,0,128,81,8,11.1092,0,2,4,1,1,0,0,0,32,3,1,4,181,8,1
231,12.1255,0,0,203,27,1,0,200,0,0,12.1255,0,0,0,0,0,0,0,0,0,0,0,0,203,27,1
247,12.0648,0,0,233,12,2,0,141,81,5,11.2874,0,1,4,2,0,0,0,0,27,3,1,1,197,9,2
258,12.0426,0,1,246,10,1,0,131,103,7,11.1124,0,1,5,1,1,0,0,2,30,5,5,4,196,8,0
231,12.1342,0,0,200,31,0,0,198,0,0,12.1169,0,0,0,0,0,0,0,0,0,0,0,0,204,27,0
242,12.1074,0,0,216,26,0,0,216,0,0,12.0992,0,0,0,0,0,0,0,0,0,0,0,2,214,26,0
257,12.0623,0,0,241,16,0,0,139,95,5,11.249,0,2,3,2,0,0,1,0,29,2,1,4,202,11,0
250,12.288,1,5,178,55,9,2,32,82,26,6.664,12,15,23,15,26,8,11,14,46,17,8,10,44,1,0
251,12.0359,0,0,242,9,0,0,226,8,0,11.992,0,0,0,0,0,0,0,0,0,0,1,8,234,8,0
245,12.0571,0,0,232,12,1,0,226,3,0,11.9959,0,0,0,0,0,0,0,0,0,0,3,7,223,12,0
257,12.1051,0,0,230,27,0,0,216,6,0,12.0039,0,0,0,0,0,0,0,0,1,1,1,10,224,20,0
239,12.1464,0,0,206,31,2,0,200,0,0,11.8201,1,1,1,0,0,0,0,1,3,2,3,5,199,22,1
268,12.0821,0,0,246,22,0,0,146,83,7,11.2799,0,0,5,1,1,1,0,0,28,6,1,4,204,17,0
262,12.1069,0,0,235,26,1,0,139,79,7,11.3473,0,0,5,2,0,0,0,1,26,3,0,5,200,20,0
277,12.0614,0,0,261,15,1,0,192,65,0,11.9892,0,0,0,0,0,0,0,0,0,0,1,14,249,13,0
267,12.0674,0,0,249,18,0,0,245,0,0,12.0562,0,0,0,0,0,0,0,0,0,0,1,1,247,18,0
262,12.084,0,2,236,24,0,0,228,5,0,11.9962,0,0,0,0,0,0,0,1,0,1,3,8,228,21,0
268,12.0746,0,6,237,24,1,0,206,21,0,11.8396,0,0,0,0,0,0,2,0,1,3,8,15,226,13,0
297,12.0606,0,0,279,18,0,0,275,0,0,12.0505,0,0,0,0,0,0,0,0,0,0,0,1,280,16,0
278,12.0755,0,0,257,21,0,0,157,87,8,11.3129,0,2,3,0,2,1,0,0,30,3,2,2,214,19,0
282,12.1383,0,0,244,37,1,0,147,78,7,11.4326,0,2,3,2,0,0,0,0,26,4,1,3,211,29,1
309,12.0324,0,0,299,10,0,0,293,0,0,12.0227,0,0,0,0,0,0,0,0,0,0,1,1,297,10,0
309,12.0777,0,0,285,24,0,0,278,0,0,12.0647,0,0,0,0,0,0,0,0,0,0,0,1,287,21,0
266,12.0977,0,0,240,26,0,0,239,0,0,12.0714,0,0,0,0,0,0,0,0,0,0,0,0,247,19,0
287,12.0871,0,1,260,26,0,0,150,79,6,11.3589,0,1,5,0,1,0,0,1,26,6,4,4,215,24,0
279,12.1111,0,0,249,29,1,0,245,0,0,12.1004,0,0,0,0,0,0,0,0,0,0,0,1,249,29,0
318,12.0723,0,0,299,15,4,0,180,97,8,11.3585,0,1,6,1,0,0,0,0,33,3,0,4,252,15,3
288,12.0451,0,5,265,18,0,0,249,2,0,11.9722,0,0,0,0,0,0,1,0,0,0,3,11,258,15,0
303,12.0561,0,1,284,18,0,0,272,0,0,11.9406,0,0,1,0,0,0,0,0,1,3,2,3,281,12,0
286,12.0559,0,1,268,17,0,0,256,1,0,11.9406,0,0,0,1,0,1,0,0,1,1,1,6,261,14,0
283,12.106,0,1,251,31,0,0,235,7,0,12.0601,0,0,0,0,0,0,0,0,0,0,0,9,248,26,0
324,12.0617,0,0,304,20,0,0,184,103,8,11.2932,0,1,5,3,0,0,0,0,35,5,0,3,255,17,0
287,12.3031,0,0,210,67,10,0,108,90,7,11.5714,0,2,2,1,1,1,0,0,27,2,3,9,172,62,5
294,12.119,0,3,254,36,1,0,240,0,0,12.0646,0,0,0,0,0,0,0,0,0,0,5,3,255,30,1
330,12.2333,0,0,257,69,4,0,56,135,38,8.0485,1,13,21,8,33,12,8,23,64,20,14,22,82,8,1
296,12.1182,0,5,253,37,0,1,235,3,0,11.8784,0,0,0,1,1,0,1,0,4,3,2,11,246,27,0
295,12.139,0,5,244,46,0,0,230,0,0,12.1051,0,0,0,0,0,0,0,0,0,0,1,6,249,39,0
337,12.0712,0,3,308,25,1,0,297,0,0,12.0356,0,0,0,0,0,0,0,0,0,0,1,9,304,23,0
350,12.4086,0,9,205,120,16,0,81,73,4,10.3371,3,3,2,6,8,8,8,13,28,20,25,45,127,47,7
348,12.0632,0,0,327,20,1,0,211,103,8,11.4483,0,1,3,1,3,0,0,0,29,5,1,3,285,16,1
339,12.0767,0,0,313,26,0,0,195,105,8,11.3363,0,2,3,4,0,0,0,0,37,3,0,0,270,20,0
355,12.3437,0,9,224,113,9,0,60,100,14,9.2423,2,3,5,9,12,15,13,28,54,23,34,44,91,19,3
344,12.0581,0,7,310,27,0,0,294,0,0,12.0116,0,0,0,0,0,0,0,0,0,0,3,10,311,20,0
344,12.0494,0,0,327,17,0,0,324,0,0,12.0436,0,0,0,0,0,0,0,0,0,0,0,1,327,16,0
342,12.0614,0,4,313,25,0,0,298,5,0,11.9883,0,0,0,0,0,0,0,0,0,4,4,4,310,20,0
356,12.5927,0,6,165,154,30,1,66,34,1,10.0983,7,3,5,10,8,9,5,11,29,26,28,40,105,58,12
344,12.125,0,0,302,41,1,0,297,0,0,12.1134,0,0,0,0,0,0,0,0,0,0,0,0,305,39,0
358,12.1034,0,0,321,37,0,0,199,105,8,11.5335,0,1,2,2,1,2,0,0,27,5,3,1,280,34,0
293,12.2594,0,1,220,68,3,1,213,0,1,11.6246,3,2,1,1,2,3,1,1,3,1,5,4,222,44,0
370,12.0676,0,0,345,25,0,0,332,0,0,12.0378,0,0,0,0,0,0,0,0,0,0,1,6,341,22,0
364,12.0769,0,5,330,26,2,1,308,3,0,11.8242,1,0,0,1,2,0,0,1,1,2,8,15,315,17,1
389,12.054,0,0,368,21,0,0,229,118,6,11.3907,0,1,5,3,0,0,0,0,36,5,2,1,321,15,0
355,12.062,0,4,325,26,0,0,285,26,0,11.907,0,0,0,0,0,0,1,1,3,4,1,13,315,17,0
383,12.0627,0,1,358,23,1,0,229,115,8,11.4883,0,1,3,2,1,1,0,0,28,6,2,4,319,16,0
391,12.2072,0,1,309,80,1,0,216,56,1,11.8338,0,0,1,1,0,1,1,3,1,5,15,19,294,50,0
393,12.0204,0,0,385,8,0,0,243,132,8,11.4529,0,2,2,3,0,1,0,0,29,8,0,4,339,5,0
409,12.0391,0,0,393,16,0,0,231,146,9,11.4352,0,0,5,0,4,0,0,1,32,6,4,4,339,14,0
393,12.1272,0,4,337,50,2,0,283,27,0,12.0433,0,0,0,0,0,0,0,1,1,0,2,12,337,38,2
368,12.1087,0,1,327,39,1,0,307,12,0,12.0435,0,0,0,0,0,0,0,0,0,0,2,15,316,35,0
395,12.0582,0,0,373,21,1,0,370,0,0,12.0557,0,0,0,0,0,0,0,0,0,0,0,0,374,20,1
381,12.0787,0,3,345,33,0,0,315,20,0,11.9081,0,0,0,0,0,0,0,1,0,5,7,18,333,17,0
395,12.0304,0,1,381,13,0,0,373,0,0,12.0203,0,0,0,0,0,0,0,0,0,0,1,3,378,13,0
394,12.0635,0,0,369,25,0,0,362,0,0,12.0508,0,0,0,0,0,0,0,0,0,0,1,1,369,23,0
400,12.055,0,0,378,22,0,0,240,117,10,11.38,0,2,4,0,4,0,0,0,37,8,0,2,323,20,0
403,12.0794,0,0,373,28,2,0,237,113,7,11.5335,0,2,3,2,0,1,0,0,30,5,0,2,332,26,0
399,12.0376,0,0,384,15,0,0,380,0,0,12.0326,0,0,0,0,0,0,0,0,0,0,0,1,384,14,0
404,12.0322,0,0,391,13,0,0,377,4,0,11.9431,0,0,0,0,0,2,0,0,1,2,1,9,377,12,0
434,12.0438,0,0,416,17,1,0,276,127,9,11.477,0,2,4,2,1,0,0,1,35,4,0,1,366,17,1
400,12.1225,0,1,349,50,0,0,346,0,0,12.1175,0,0,0,0,0,0,0,0,0,0,0,1,351,48,0
423,12.0638,0,0,396,27,0,0,253,121,8,11.5414,0,2,3,2,1,0,0,2,30,2,1,2,354,24,0
408,12.1201,0,1,357,50,0,0,352,0,0,12.098,0,0,0,0,0,0,0,0,0,0,0,4,360,44,0
428,12.0537,0,0,407,19,2,0,259,129,7,11.4977,0,2,4,1,1,0,0,1,33,4,0,3,363,16,0
466,12.0215,0,0,456,10,0,0,451,0,0,12.0215,0,0,0,0,0,0,0,0,0,0,0,0,456,10,0
459,12.0566,0,0,434,24,1,0,428,0,0,12.0545,0,0,0,0,0,0,0,0,0,0,0,1,433,24,1
453,12.053,0,9,411,33,0,0,384,11,0,11.9801,0,0,0,0,0,0,0,0,0,2,4,25,392,30,0
454,12.0749,0,0,420,34,0,0,274,125,8,11.5374,0,2,3,2,2,0,0,1,33,6,0,2,370,33,0
459,12.0479,0,0,437,22,0,0,418,0,0,11.9913,0,0,0,0,0,0,0,0,0,1,2,18,417,21,0
465,12.0473,0,0,443,22,0,0,381,51,0,11.9763,0,0,0,0,0,0,0,0,2,1,3,12,429,18,0
490,12.0388,0,0,471,19,0,0,462,0,0,12.0286,0,0,0,0,0,0,0,0,0,0,0,3,470,17,0
442,12.0566,0,2,414,25,1,0,382,23,0,11.9932,0,0,0,0,0,0,0,1,0,1,1,15,402,22,0
459,12.1176,0,1,405,51,2,0,263,124,9,11.5447,0,2,5,2,0,0,0,1,38,2,0,3,361,43,2
425,12.1082,0,0,379,46,0,0,370,0,0,12.0988,0,0,0,0,0,0,0,0,0,0,0,0,383,42,0
428,12.2126,0,0,343,79,6,0,202,125,7,11.6215,0,1,4,2,1,0,0,0,32,2,3,8,313,61,1
425,12.1035,0,0,381,44,0,0,379,0,0,12.0988,0,0,0,0,0,0,0,0,0,0,0,1,381,43,0
460,12.0435,0,2,436,22,0,0,396,27,0,11.963,0,0,0,0,0,0,1,1,0,1,2,16,422,17,0
426,12.1033,0,1,380,45,0,0,377,0,0,12.0892,0,0,0,0,0,0,0,0,0,0,0,2,384,40,0
460,12.0587,0,14,405,41,0,0,380,0,0,12.0,0,0,0,0,0,0,0,0,1,1,4,20,399,35,0
459,12.0784,0,0,423,36,0,0,411,8,0,12.0392,0,0,0,0,0,0,0,0,0,0,0,10,421,28,0
499,12.0261,0,0,486,13,0,0,313,162,9,11.507,0,1,5,2,1,0,0,1,35,7,0,4,432,11,0
455,12.0769,0,4,412,39,0,0,399,0,0,12.0527,0,0,0,0,0,0,0,0,0,0,0,10,411,34,0
444,12.0946,0,3,396,45,0,0,358,27,0,12.0158,0,0,0,0,0,0,0,0,0,3,5,14,382,40,0
439,12.0615,0,3,406,30,0,0,375,24,0,12.0342,0,0,0,0,0,0,0,0,0,0,1,12,397,29,0
452,12.1084,0,5,393,54,0,0,380,0,0,12.0664,0,0,0,0,0,0,0,0,1,1,1,8,394,47,0
492,12.439,0,7,292,164,28,1,96,98,20,9.5285,9,10,13,7,18,14,13,20,55,32,43,55,140,54,9
510,12.0686,0,3,469,38,0,0,412,24,0,11.9196,0,0,0,1,0,0,0,3,0,4,8,20,443,31,0
455,12.0264,0,0,443,12,0,0,433,0,0,11.9319,0,0,0,1,2,0,0,0,1,1,0,9,431,10,0
489,12.1022,0,1,438,49,1,0,433,0,0,12.0941,0,0,0,0,0,0,0,0,0,0,1,1,439,47,1
520,12.0577,0,0,491,28,1,0,325,145,10,11.5115,0,2,3,5,0,0,0,0,40,5,0,6,436,22,1
489,12.09,0,0,445,44,0,0,441,0,0,12.0859,0,0,0,0,0,0,0,0,0,0,0,0,447,42,0
517,12.0232,0,0,505,12,0,0,478,18,0,12.0058,0,0,0,0,0,0,0,0,0,0,1,6,499,11,0
524,12.0553,0,1,494,28,1,0,327,140,8,11.5782,0,2,3,3,1,0,0,0,35,5,0,2,450,23,0
561,12.0232,0,0,549,11,1,0,187,287,58,9.3137,0,12,28,10,35,6,0,4,144,24,8,3,283,4,0
534,12.0768,0,1,495,35,2,1,477,4,0,11.9213,1,0,0,0,0,1,1,2,0,4,3,17,477,28,0
524,12.0534,0,6,484,34,0,0,479,0,0,12.0324,0,0,0,0,0,0,0,0,0,0,5,2,488,29,0
517,12.0658,0,7,469,41,0,0,450,6,0,12.0116,0,0,0,0,0,0,0,0,0,1,4,19,457,36,0
550,12.0418,0,0,528,21,1,0,364,146,10,11.5382,0,0,9,1,0,0,0,0,42,3,0,1,472,21,1
559,12.0537,0,0,530,28,1,0,359,149,7,11.5868,0,0,6,1,1,3,1,0,31,4,3,6,482,21,0
555,12.0342,0,0,536,19,0,0,527,0,0,12.0288,0,0,0,0,0,0,0,0,0,0,0,2,535,18,0
571,12.4588,0,2,324,226,19,0,100,114,24,9.958,1,5,8,10,13,22,21,26,51,32,64,69,173,70,6
585,12.0274,0,0,569,16,0,0,378,169,10,11.535,0,2,6,1,1,0,0,1,41,3,0,8,509,13,0
459,12.1917,0,0,379,76,1,2,374,0,0,11.7516,8,2,0,1,0,0,2,2,1,1,2,7,380,53,0
586,12.0188,0,0,575,11,0,0,567,0,0,12.0119,0,0,0,0,0,0,0,0,0,0,0,3,573,10,0
569,12.0211,0,0,557,12,0,0,373,167,8,11.5835,0,0,6,3,0,0,0,0,35,5,1,2,508,9,0
560,12.0696,0,1,520,38,1,0,352,147,10,11.575,0,2,5,3,0,0,0,0,43,1,1,1,466,37,1
586,12.0427,0,0,563,21,2,0,534,15,0,12.0068,0,0,0,0,0,0,0,0,0,0,1,10,559,16,0
552,12.0362,0,4,524,24,0,0,507,4,0,11.9909,0,0,0,0,0,0,0,0,0,1,3,15,514,19,0
554,12.0397,0,8,517,28,1,0,508,0,0,12.0199,0,0,0,0,0,0,0,0,0,0,1,13,515,24,1
550,12.0727,0,1,509,39,1,0,494,4,0,11.9873,0,0,0,0,0,0,0,0,2,2,5,13,499,28,1
605,12.0347,0,0,585,19,1,0,372,184,9,11.562,0,2,5,2,1,0,0,0,41,4,2,3,529,16,0
608,12.0839,0,3,551,54,0,0,456,58,0,11.9704,0,0,0,0,0,0,2,0,2,2,7,16,541,38,0
568,12.037,0,0,547,21,0,0,536,0,0,12.0335,0,0,0,0,0,0,0,0,0,0,0,2,545,21,0
579,12.0604,0,0,545,33,1,0,541,0,0,12.0535,0,0,0,0,0,0,0,0,0,0,0,4,541,33,1
606,12.0413,0,0,581,25,0,0,397,168,11,11.5363,0,1,8,1,0,1,0,1,44,5,0,0,523,22,0
580,12.0655,0,1,543,33,3,0,528,0,0,12.0586,0,0,0,0,0,0,0,0,0,0,0,5,539,33,3
584,12.0616,0,0,549,34,1,0,364,158,9,11.6336,0,1,5,1,2,0,0,0,35,4,1,2,505,28,0
610,12.0197,0,0,598,12,0,0,567,12,0,11.9885,0,0,0,0,0,0,0,0,0,0,3,9,590,8,0
591,12.0677,0,0,552,38,1,0,533,0,0,12.0338,0,0,0,0,0,0,0,0,0,3,0,7,546,34,1
568,12.1074,0,0,508,59,1,0,496,0,0,12.1004,0,0,0,0,0,0,0,0,0,0,0,0,512,55,1
624,12.0465,0,2,591,31,0,0,574,0,0,12.0112,0,0,0,0,0,0,1,0,0,1,1,11,581,29,0
626,12.4281,0,12,369,211,33,1,156,109,8,10.2492,3,10,6,11,6,13,20,26,49,38,45,75,260,55,9
619,12.0695,0,2,574,41,2,0,550,13,0,12.0081,0,0,0,0,0,0,1,0,0,0,4,10,575,29,0
604,12.0596,0,0,569,34,1,0,386,166,9,11.6358,0,0,8,1,0,0,0,0,38,2,1,1,524,28,1
591,12.0795,1,1,539,50,0,0,529,0,0,12.0305,0,0,0,0,0,1,0,0,1,1,1,8,537,42,0
602,12.0415,0,2,574,25,1,0,542,7,0,11.9618,0,0,0,0,0,0,1,0,3,2,4,14,555,23,0
609,12.064,0,0,571,37,1,0,363,160,9,11.6502,0,1,4,2,2,0,1,0,33,5,4,3,518,36,0
645,12.0589,0,0,608,36,1,0,421,168,9,11.6202,0,0,7,3,0,0,0,1,41,3,0,2,556,32,0
640,12.0344,0,0,619,20,1,0,611,0,0,12.0297,0,0,0,0,0,0,0,0,0,0,0,2,618,19,1
646,12.2291,0,18,475,142,10,0,171,183,24,9.2074,13,21,21,18,11,18,21,21,101,38,35,49,244,33,2
651,12.0369,0,7,614,29,1,0,603,0,0,11.9985,0,0,0,0,0,0,1,0,1,1,1,13,608,25,1
646,12.0851,0,0,591,55,0,0,409,161,11,11.5991,0,1,7,3,0,0,0,0,46,4,0,3,534,48,0
653,12.2879,0,24,434,178,17,0,156,156,18,9.4931,5,11,20,16,23,24,19,31,58,47,55,60,236,44,4
646,12.1734,0,23,499,113,11,0,220,170,11,9.7786,3,11,11,13,15,22,21,38,60,36,35,66,292,23,0
686,12.0437,0,0,659,24,3,0,452,190,10,11.586,0,1,8,2,0,0,0,0,47,3,1,1,599,23,1
675,12.0252,0,0,658,17,0,0,652,0,0,12.0252,0,0,0,0,0,0,0,0,0,0,0,0,658,17,0
609,12.1691,0,0,515,85,9,0,337,160,9,11.7258,0,1,5,2,1,0,0,0,36,5,0,4,475,77,3
609,12.1002,0,0,549,59,1,0,543,0,0,12.092,0,0,0,0,0,0,0,0,0,0,0,0,554,54,1
610,12.0951,0,1,550,59,0,0,547,0,0,12.0836,0,0,0,0,0,0,0,0,0,0,0,1,557,52,0
617,12.0438,0,1,588,28,0,0,582,0,0,12.0389,0,0,0,0,0,0,0,0,0,0,0,2,589,26,0
661,12.059,0,0,622,39,0,0,431,166,11,11.5946,0,2,7,0,1,1,0,0,47,1,2,3,560,37,0
675,12.0563,0,0,637,38,0,0,450,169,10,11.6563,0,0,6,2,1,1,0,0,37,6,2,3,583,34,0
626,12.0639,0,1,585,39,1,0,569,0,0,12.0511,0,0,0,0,0,0,0,0,0,0,0,5,585,35,1
692,12.0462,0,0,660,32,0,0,450,186,12,11.5462,0,2,7,3,0,0,0,1,51,3,0,4,594,27,0
692,12.0376,0,0,667,24,1,0,466,182,8,11.6243,0,0,6,3,1,0,0,2,38,4,2,5,614,16,1
711,12.0169,0,0,699,12,0,0,458,211,11,11.5541,0,1,7,3,0,0,0,1,49,1,6,3,630,10,0
711,12.0422,0,0,683,26,2,0,676,0,0,12.0394,0,0,0,0,0,0,0,0,0,0,0,2,681,26,2
669,12.0419,0,5,631,33,0,0,617,0,0,12.0359,0,0,0,0,0,0,0,0,0,0,1,6,630,32,0
666,12.0495,0,2,630,33,1,0,620,0,0,12.039,0,0,0,0,0,0,0,0,0,0,0,5,631,29,1
670,12.0612,0,0,630,39,1,0,620,0,0,12.0582,0,0,0,0,0,0,0,0,0,0,0,1,630,38,1
619,12.0727,0,3,568,48,0,0,560,0,0,12.0662,0,0,0,0,0,0,0,0,0,0,0,3,572,44,0
710,12.031,0,0,689,20,1,0,465,201,10,11.6014,0,2,7,1,0,1,0,0,44,2,3,6,625,19,0
670,12.0806,0,0,618,50,2,0,611,0,0,12.0806,0,0,0,0,0,0,0,0,0,0,0,0,618,50,2
685,12.0861,0,0,627,57,1,0,433,168,10,11.6759,0,2,7,0,0,1,0,0,41,4,0,3,572,54,1
628,12.0637,0,2,584,42,0,0,571,0,0,12.0494,0,0,0,0,0,0,0,0,0,0,1,3,588,36,0
641,12.0702,0,9,579,52,1,0,560,4,0,12.0218,0,0,0,0,0,0,0,0,0,1,6,14,578,41,1
641,12.0702,0,9,579,52,1,0,560,4,0,12.0218,0,0,0,0,0,0,0,0,0,1,6,14,578,41,1
704,12.0227,0,4,681,18,1,0,662,2,0,11.9716,0,0,0,0,0,1,0,2,0,1,2,10,674,14,0
683,12.0542,0,2,644,35,2,0,637,0,0,12.0249,0,0,0,0,0,0,0,0,0,0,1,7,651,22,2
695,12.0317,0,7,659,29,0,0,617,27,0,11.9094,0,1,0,1,0,0,1,0,1,4,10,21,636,20,0
712,12.1039,0,3,635,71,3,0,531,60,0,12.0183,0,0,0,0,0,0,0,0,2,2,7,15,630,56,0
719,12.0334,0,0,695,24,0,0,610,60,0,12.0056,0,0,0,0,0,0,0,0,0,0,2,13,683,21,0
704,12.054,0,4,658,42,0,0,633,10,0,11.9986,0,0,0,0,0,0,0,1,1,0,3,18,649,32,0
702,12.0413,0,12,651,38,0,1,616,8,0,11.8746,2,0,0,0,0,1,2,1,4,3,7,29,625,28,0
742,12.0593,0,0,698,44,0,0,487,185,11,11.6132,0,1,7,3,0,1,0,0,48,7,0,0,634,41,0
745,12.0443,0,0,712,33,0,0,496,190,10,11.6617,0,2,6,2,0,0,0,0,42,3,0,4,657,29,0
734,12.0395,0,2,701,31,0,0,625,59,0,11.9918,0,0,0,0,0,0,0,0,0,2,4,11,698,19,0
680,12.0206,0,0,666,14,0,0,646,1,0,11.9838,0,0,0,0,1,1,1,0,0,0,0,4,659,14,0
766,12.047,0,0,730,36,0,0,514,194,11,11.6475,0,1,7,1,2,0,0,0,44,6,0,2,671,32,0
787,12.0254,0,0,767,20,0,0,529,212,12,11.5845,0,2,8,1,1,0,0,0,52,3,2,5,695,18,0
756,12.0344,0,1,728,27,0,0,716,0,0,12.0212,0,0,0,0,0,0,0,0,0,0,1,8,721,26,0
